source_root,file_path,file_type,geometry_type,crs,feature_count,likely_admin_level,key_name_fields,notes
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,175,possible_district,assem_name;district,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,13,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_NEW_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,unknown,26,possible_district,NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_STATE.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,670,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_VILLAGES.geojson,geojson,Polygon,unknown,15443,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ANDHRA PRADESH/ANDHRA PRADESH_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,25,possible_state_or_ap,,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH District Hq.geojson,geojson,Point,EPSG:4326,25,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH Sub District Hq.geojson,geojson,Point,EPSG:4326,185,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,61,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,25,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,185,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ARUNACHAL PRADESH/ARUNACHAL PRADESH_parliament.geojson,geojson,Polygon,EPSG:4326,2,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM District Hq.geojson,geojson,Point,EPSG:4326,33,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM Sub District Hq.geojson,geojson,Point,EPSG:4326,152,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,133,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,33,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,181,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_VILLAGES.geojson,geojson,Polygon,unknown,21032,possible_state_or_ap,DTCODE11;DTNAME;SDTCODE11;SDTNAME;STNAME;VILNAME11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/ASSAM/ASSAM_parliament.geojson,geojson,Polygon,EPSG:4326,14,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR District Hq.geojson,geojson,Point,EPSG:4326,38,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR Sub District Hq.geojson,geojson,Point,EPSG:4326,534,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,243,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,38,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,534,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_VILLAGES.geojson,geojson,Polygon,unknown,44054,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/BIHAR/BIHAR_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,40,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH District Hq.geojson,geojson,Point,EPSG:4326,1,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH Sub District Hq.geojson,geojson,Point,EPSG:4326,1,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,1,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,1,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH_VILLAGES.geojson,geojson,Polygon,unknown,29,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHANDIGARH/CHANDIGARH_parliament.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHATTISGARH_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,149,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH District Hq.geojson,geojson,Point,EPSG:4326,27,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH Sub District Hq.geojson,geojson,Point,EPSG:4326,149,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,90,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,28,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH_VILLAGES.geojson,geojson,Polygon,unknown,20771,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/CHHATTISGARH/CHHATTISGARH_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,11,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADAR & NAGAR HAVELI_SUBDISTRICTS.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
